miRNet_ID,miRBase_acc,miRNA_ID,lncRNA_gene ,lncRNA_entrez,lncRNA_embl
miRNet-lnc-15379,MIMAT0000722,hsa-mir-370-3p,LINC00641,283624,ENSG00000258441
miRNet-lnc-15380,MIMAT0000722,hsa-mir-370-3p,ZFHX2-AS1,109729160,ENSG00000157306
miRNet-lnc-15381,MIMAT0000722,hsa-mir-370-3p,FOXN3-AS1,400236,ENSG00000258920
miRNet-lnc-15382,MIMAT0000722,hsa-mir-370-3p,USP3-AS1,100130855,ENSG00000259248
miRNet-lnc-15383,MIMAT0000722,hsa-mir-370-3p,MIR9-3HG,254559,ENSG00000255571
miRNet-lnc-15384,MIMAT0000722,hsa-mir-370-3p,LINC01578,100507217,ENSG00000272888
miRNet-lnc-15385,MIMAT0000722,hsa-mir-370-3p,MMP25-AS1,100507419,ENSG00000261971
miRNet-lnc-15386,MIMAT0000722,hsa-mir-370-3p,MMP25-AS1,100507419,ENSG00000261971
miRNet-lnc-15387,MIMAT0000722,hsa-mir-370-3p,MMP25-AS1,100507419,ENSG00000261971
miRNet-lnc-15388,MIMAT0000722,hsa-mir-370-3p,MIR22HG,84981,ENSG00000186594
miRNet-lnc-15389,MIMAT0000722,hsa-mir-370-3p,NBR2,10230,ENSG00000198496
miRNet-lnc-15390,MIMAT0000722,hsa-mir-370-3p,LINC00662,148189,ENSG00000261824
miRNet-lnc-15391,MIMAT0000722,hsa-mir-370-3p,LINC00665,100506930,ENSG00000232677
miRNet-lnc-15392,MIMAT0000722,hsa-mir-370-3p,PTOV1-AS1,100506033,ENSG00000268006
miRNet-lnc-15393,MIMAT0000722,hsa-mir-370-3p,SNHG17,388796,ENSG00000196756
miRNet-lnc-15394,MIMAT0000722,hsa-mir-370-3p,SNHG17,388796,ENSG00000196756
miRNet-lnc-15395,MIMAT0000722,hsa-mir-370-3p,LINC00659,100652730,ENSG00000228705
miRNet-lnc-15396,MIMAT0000722,hsa-mir-370-3p,LINC00159,100551499,ENSG00000230323
miRNet-lnc-15397,MIMAT0000722,hsa-mir-370-3p,CBR3-AS1,100506428,ENSG00000236830
miRNet-lnc-15398,MIMAT0000722,hsa-mir-370-3p,PLAC4,191585,ENSG00000280109
miRNet-lnc-15399,MIMAT0000722,hsa-mir-370-3p,TSPEAR-AS2,114043,ENSG00000182912
miRNet-lnc-15400,MIMAT0000722,hsa-mir-370-3p,MIF-AS1,284889,ENSG00000218537
miRNet-lnc-15401,MIMAT0000722,hsa-mir-370-3p,ADORA2A-AS1,646023,ENSG00000178803
miRNet-lnc-15402,MIMAT0000722,hsa-mir-370-3p,TUG1,55000,ENSG00000253352
miRNet-lnc-15403,MIMAT0000722,hsa-mir-370-3p,LINC01278,92249,ENSG00000235437
miRNet-lnc-15404,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15405,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15406,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15407,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15408,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15409,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15410,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15411,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15412,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15413,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15414,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15415,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15416,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15417,MIMAT0000722,hsa-mir-370-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15418,MIMAT0026483,hsa-mir-370-5p,LINC01128,643837,ENSG00000228794
miRNet-lnc-15419,MIMAT0026483,hsa-mir-370-5p,SNHG3,8420,ENSG00000242125
miRNet-lnc-15420,MIMAT0026483,hsa-mir-370-5p,NFYC-AS1,100130557,ENSG00000272145
miRNet-lnc-15421,MIMAT0026483,hsa-mir-370-5p,AP4B1-AS1,100287722,ENSG00000226167
miRNet-lnc-15422,MIMAT0026483,hsa-mir-370-5p,GAS5,60674,ENSG00000234741
miRNet-lnc-15423,MIMAT0026483,hsa-mir-370-5p,BLACAT1,101669762,ENSG00000281406
miRNet-lnc-15424,MIMAT0026483,hsa-mir-370-5p,CHRM3-AS2,100506915,ENSG00000233355
miRNet-lnc-15425,MIMAT0026483,hsa-mir-370-5p,DNAJC27-AS1,729723,ENSG00000224165
miRNet-lnc-15426,MIMAT0026483,hsa-mir-370-5p,MIR4435-2HG,541471,ENSG00000172965
miRNet-lnc-15427,MIMAT0026483,hsa-mir-370-5p,LINC01124,440925,ENSG00000222033
miRNet-lnc-15428,MIMAT0026483,hsa-mir-370-5p,AFAP1-AS1,84740,ENSG00000272620
miRNet-lnc-15429,MIMAT0026483,hsa-mir-370-5p,EPB41L4A-AS1,114915,ENSG00000224032
miRNet-lnc-15430,MIMAT0026483,hsa-mir-370-5p,LINC01184,644873,ENSG00000245937
miRNet-lnc-15431,MIMAT0026483,hsa-mir-370-5p,LINC00265,349114,ENSG00000188185
miRNet-lnc-15432,MIMAT0026483,hsa-mir-370-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-15433,MIMAT0026483,hsa-mir-370-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-15434,MIMAT0026483,hsa-mir-370-5p,PVT1,5820,ENSG00000249859
miRNet-lnc-15435,MIMAT0026483,hsa-mir-370-5p,LINC00963,100506190,ENSG00000204054
miRNet-lnc-15436,MIMAT0026483,hsa-mir-370-5p,LINC01001,100133161,ENSG00000230724
miRNet-lnc-15437,MIMAT0026483,hsa-mir-370-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15438,MIMAT0026483,hsa-mir-370-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15439,MIMAT0026483,hsa-mir-370-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15440,MIMAT0026483,hsa-mir-370-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15441,MIMAT0026483,hsa-mir-370-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15442,MIMAT0026483,hsa-mir-370-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15443,MIMAT0026483,hsa-mir-370-5p,TMPO-AS1,100128191,ENSG00000257167
miRNet-lnc-15444,MIMAT0026483,hsa-mir-370-5p,TMPO-AS1,100128191,ENSG00000257167
miRNet-lnc-15445,MIMAT0026483,hsa-mir-370-5p,LINC01089,338799,ENSG00000212694
miRNet-lnc-15446,MIMAT0026483,hsa-mir-370-5p,LINC00426,100188949,ENSG00000238121
miRNet-lnc-15447,MIMAT0026483,hsa-mir-370-5p,LINC01232,102725509,ENSG00000280734
miRNet-lnc-15448,MIMAT0026483,hsa-mir-370-5p,DHRS4-AS1,55449,ENSG00000215256
miRNet-lnc-15449,MIMAT0026483,hsa-mir-370-5p,LINC01588,283551,ENSG00000214900
miRNet-lnc-15450,MIMAT0026483,hsa-mir-370-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-15451,MIMAT0026483,hsa-mir-370-5p,RORA-AS1,101928784,ENSG00000245534
miRNet-lnc-15452,MIMAT0026483,hsa-mir-370-5p,ERVK13-1,100507321,ENSG00000260565
miRNet-lnc-15453,MIMAT0026483,hsa-mir-370-5p,FAM157C,100996541,ENSG00000260528
miRNet-lnc-15454,MIMAT0026483,hsa-mir-370-5p,LINC02193,105371423,ENSG00000260923
miRNet-lnc-15455,MIMAT0026483,hsa-mir-370-5p,LINC02086,105371809,ENSG00000244649
miRNet-lnc-15456,MIMAT0026483,hsa-mir-370-5p,LINC00511,400619,ENSG00000227036
miRNet-lnc-15457,MIMAT0026483,hsa-mir-370-5p,RAB11B-AS1,100507567,ENSG00000269386
miRNet-lnc-15458,MIMAT0026483,hsa-mir-370-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-15459,MIMAT0026483,hsa-mir-370-5p,BACH1-IT2,100874322,ENSG00000228817
miRNet-lnc-15460,MIMAT0026483,hsa-mir-370-5p,DUXAP8,503637,ENSG00000206195
miRNet-lnc-15461,MIMAT0026483,hsa-mir-370-5p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-15462,MIMAT0026483,hsa-mir-370-5p,XIST,7503,ENSG00000229807
miRNet-lnc-15463,MIMAT0000723,hsa-mir-371a-3p,GAS5,60674,ENSG00000234741
miRNet-lnc-15464,MIMAT0000723,hsa-mir-371a-3p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-15465,MIMAT0000723,hsa-mir-371a-3p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-15466,MIMAT0000723,hsa-mir-371a-3p,LINC00885,401109,ENSG00000224652
miRNet-lnc-15467,MIMAT0000723,hsa-mir-371a-3p,GASAL1,401472,ENSG00000253669
miRNet-lnc-15468,MIMAT0000723,hsa-mir-371a-3p,OLMALINC,90271,ENSG00000235823
miRNet-lnc-15469,MIMAT0000723,hsa-mir-371a-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15470,MIMAT0000723,hsa-mir-371a-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15471,MIMAT0000723,hsa-mir-371a-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15472,MIMAT0000723,hsa-mir-371a-3p,PGR-AS1,101054525,ENSG00000282728
miRNet-lnc-15473,MIMAT0000723,hsa-mir-371a-3p,MIR497HG,100506755,ENSG00000267532
miRNet-lnc-15474,MIMAT0000723,hsa-mir-371a-3p,PTOV1-AS2,101928378,ENSG00000269352
miRNet-lnc-15475,MIMAT0000723,hsa-mir-371a-3p,AATBC,284837,ENSG00000215458
miRNet-lnc-15476,MIMAT0004687,hsa-mir-371a-5p,SNHG3,8420,ENSG00000242125
miRNet-lnc-15477,MIMAT0004687,hsa-mir-371a-5p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-15478,MIMAT0004687,hsa-mir-371a-5p,ADAMTSL4-AS1,574406,ENSG00000203804
miRNet-lnc-15479,MIMAT0004687,hsa-mir-371a-5p,RASAL2-AS1,100302401,ENSG00000224687
miRNet-lnc-15480,MIMAT0004687,hsa-mir-371a-5p,MIR29B2CHG,100128537,ENSG00000203709
miRNet-lnc-15481,MIMAT0004687,hsa-mir-371a-5p,MIR4435-2HG,541471,ENSG00000172965
miRNet-lnc-15482,MIMAT0004687,hsa-mir-371a-5p,EHHADH-AS1,339926,ENSG00000223358
miRNet-lnc-15483,MIMAT0004687,hsa-mir-371a-5p,SNHG8,100093630,ENSG00000269893
miRNet-lnc-15484,MIMAT0004687,hsa-mir-371a-5p,LINC02434,105377606,ENSG00000248370
miRNet-lnc-15485,MIMAT0004687,hsa-mir-371a-5p,NNT-AS1,100652772,ENSG00000248092
miRNet-lnc-15486,MIMAT0004687,hsa-mir-371a-5p,CKMT2-AS1,100131067,ENSG00000247572
miRNet-lnc-15487,MIMAT0004687,hsa-mir-371a-5p,PRR7-AS1,340037,ENSG00000246334
miRNet-lnc-15488,MIMAT0004687,hsa-mir-371a-5p,SNHG15,285958,ENSG00000232956
miRNet-lnc-15489,MIMAT0004687,hsa-mir-371a-5p,KMT2E-AS1,100216545,ENSG00000239569
miRNet-lnc-15490,MIMAT0004687,hsa-mir-371a-5p,PRNCR1,101867536,ENSG00000282961
miRNet-lnc-15491,MIMAT0004687,hsa-mir-371a-5p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15492,MIMAT0004687,hsa-mir-371a-5p,SNHG1,23642,ENSG00000255717
miRNet-lnc-15493,MIMAT0004687,hsa-mir-371a-5p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15494,MIMAT0004687,hsa-mir-371a-5p,COLCA1,399948,ENSG00000196167
miRNet-lnc-15495,MIMAT0004687,hsa-mir-371a-5p,CD27-AS1,678655,ENSG00000215039
miRNet-lnc-15496,MIMAT0004687,hsa-mir-371a-5p,MIR17HG,407975,ENSG00000215417
miRNet-lnc-15497,MIMAT0004687,hsa-mir-371a-5p,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-15498,MIMAT0004687,hsa-mir-371a-5p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-15499,MIMAT0004687,hsa-mir-371a-5p,OIP5-AS1,729082,ENSG00000247556
miRNet-lnc-15500,MIMAT0004687,hsa-mir-371a-5p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-15501,MIMAT0004687,hsa-mir-371a-5p,NPTN-IT1,101241892,ENSG00000281183
miRNet-lnc-15502,MIMAT0004687,hsa-mir-371a-5p,UBL7-AS1,440288,ENSG00000247240
miRNet-lnc-15503,MIMAT0004687,hsa-mir-371a-5p,TEN1-CDK3,100529145,ENSG00000261408
miRNet-lnc-15504,MIMAT0004687,hsa-mir-371a-5p,NORAD,647979,ENSG00000260032
miRNet-lnc-15505,MIMAT0004687,hsa-mir-371a-5p,GNAS-AS1,149775,ENSG00000235590
miRNet-lnc-15506,MIMAT0004687,hsa-mir-371a-5p,TUG1,55000,ENSG00000253352
miRNet-lnc-15507,MIMAT0004687,hsa-mir-371a-5p,XIST,7503,ENSG00000229807
miRNet-lnc-15508,MIMAT0004687,hsa-mir-371a-5p,XIST,7503,ENSG00000229807
miRNet-lnc-15509,MIMAT0004687,hsa-mir-371a-5p,ARMCX5-GPRASP2,100528062,ENSG00000271147
miRNet-lnc-15510,MIMAT0004687,hsa-mir-371a-5p,MORF4L2-AS1,340544,ENSG00000231154
miRNet-lnc-15511,MIMAT0000724,hsa-mir-372-3p,NPPA-AS1,100379251,ENSG00000242349
miRNet-lnc-15512,MIMAT0000724,hsa-mir-372-3p,PINK1-AS,100861548,ENSG00000117242
miRNet-lnc-15513,MIMAT0000724,hsa-mir-372-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-15514,MIMAT0000724,hsa-mir-372-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-15515,MIMAT0000724,hsa-mir-372-3p,IL6R-AS1,101928101,ENSG00000228013
miRNet-lnc-15516,MIMAT0000724,hsa-mir-372-3p,MIR181A1HG,100131234,ENSG00000229989
miRNet-lnc-15517,MIMAT0000724,hsa-mir-372-3p,BLACAT1,101669762,ENSG00000281406
miRNet-lnc-15518,MIMAT0000724,hsa-mir-372-3p,LINC01798,100507073,ENSG00000232046
miRNet-lnc-15519,MIMAT0000724,hsa-mir-372-3p,HAGLR,401022,ENSG00000224189
miRNet-lnc-15520,MIMAT0000724,hsa-mir-372-3p,KLF7-IT1,100874272,ENSG00000237892
miRNet-lnc-15521,MIMAT0000724,hsa-mir-372-3p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-15522,MIMAT0000724,hsa-mir-372-3p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-15523,MIMAT0000724,hsa-mir-372-3p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-15524,MIMAT0000724,hsa-mir-372-3p,SH3BP5-AS1,100505696,ENSG00000224660
miRNet-lnc-15525,MIMAT0000724,hsa-mir-372-3p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-15526,MIMAT0000724,hsa-mir-372-3p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-15527,MIMAT0000724,hsa-mir-372-3p,LINC02035,100129550,ENSG00000273033
miRNet-lnc-15528,MIMAT0000724,hsa-mir-372-3p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-15529,MIMAT0000724,hsa-mir-372-3p,NOP14-AS1,317648,ENSG00000249673
miRNet-lnc-15530,MIMAT0000724,hsa-mir-372-3p,LINC01194,404663,ENSG00000248131
miRNet-lnc-15531,MIMAT0000724,hsa-mir-372-3p,NNT-AS1,100652772,ENSG00000248092
miRNet-lnc-15532,MIMAT0000724,hsa-mir-372-3p,PART1,25859,ENSG00000152931
miRNet-lnc-15533,MIMAT0000724,hsa-mir-372-3p,SCAMP1-AS1,728769,ENSG00000245556
miRNet-lnc-15534,MIMAT0000724,hsa-mir-372-3p,HCG18,414777,ENSG00000231074
miRNet-lnc-15535,MIMAT0000724,hsa-mir-372-3p,LINC00472,79940,ENSG00000233237
miRNet-lnc-15536,MIMAT0000724,hsa-mir-372-3p,HOXA-AS2,285943,ENSG00000253552
miRNet-lnc-15537,MIMAT0000724,hsa-mir-372-3p,LINC00689,154822,ENSG00000231419
miRNet-lnc-15538,MIMAT0000724,hsa-mir-372-3p,MSC-AS1,100132891,ENSG00000235531
miRNet-lnc-15539,MIMAT0000724,hsa-mir-372-3p,RFX3-AS1,101929302,ENSG00000232104
miRNet-lnc-15540,MIMAT0000724,hsa-mir-372-3p,CDKN2B-AS1,100048912,ENSG00000240498
miRNet-lnc-15541,MIMAT0000724,hsa-mir-372-3p,EBLN3P,100506710,ENSG00000281649
miRNet-lnc-15542,MIMAT0000724,hsa-mir-372-3p,LINC00484,100129347,ENSG00000235641
miRNet-lnc-15543,MIMAT0000724,hsa-mir-372-3p,SGMS1-AS1,104355295,ENSG00000226200
miRNet-lnc-15544,MIMAT0000724,hsa-mir-372-3p,LINC01553,283025,ENSG00000235931
miRNet-lnc-15545,MIMAT0000724,hsa-mir-372-3p,LINC00858,170425,ENSG00000229404
miRNet-lnc-15546,MIMAT0000724,hsa-mir-372-3p,AGAP11,119385,ENSG00000271880
miRNet-lnc-15547,MIMAT0000724,hsa-mir-372-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15548,MIMAT0000724,hsa-mir-372-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15549,MIMAT0000724,hsa-mir-372-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15550,MIMAT0000724,hsa-mir-372-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15551,MIMAT0000724,hsa-mir-372-3p,SBF2-AS1,283104,ENSG00000246273
miRNet-lnc-15552,MIMAT0000724,hsa-mir-372-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15553,MIMAT0000724,hsa-mir-372-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15554,MIMAT0000724,hsa-mir-372-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15555,MIMAT0000724,hsa-mir-372-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15556,MIMAT0000724,hsa-mir-372-3p,RSF1-IT1,100874308,ENSG00000255409
miRNet-lnc-15557,MIMAT0000724,hsa-mir-372-3p,USP2-AS1,100499227,ENSG00000245248
miRNet-lnc-15558,MIMAT0000724,hsa-mir-372-3p,LINC01395,101929557,ENSG00000281097
miRNet-lnc-15559,MIMAT0000724,hsa-mir-372-3p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-15560,MIMAT0000724,hsa-mir-372-3p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-15561,MIMAT0000724,hsa-mir-372-3p,MIR17HG,407975,ENSG00000215417
miRNet-lnc-15562,MIMAT0000724,hsa-mir-372-3p,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-15563,MIMAT0000724,hsa-mir-372-3p,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-15564,MIMAT0000724,hsa-mir-372-3p,PSMA3-AS1,379025,ENSG00000257621
miRNet-lnc-15565,MIMAT0000724,hsa-mir-372-3p,VASH1-AS1,100506603,ENSG00000258301
miRNet-lnc-15566,MIMAT0000724,hsa-mir-372-3p,PWAR6,100506965,ENSG00000257151
miRNet-lnc-15567,MIMAT0000724,hsa-mir-372-3p,SNHG14,104472715,ENSG00000224078
miRNet-lnc-15568,MIMAT0000724,hsa-mir-372-3p,ARHGAP11B,89839,ENSG00000187951
miRNet-lnc-15569,MIMAT0000724,hsa-mir-372-3p,GABPB1-AS1,100129387,ENSG00000244879
miRNet-lnc-15570,MIMAT0000724,hsa-mir-372-3p,USP3-AS1,100130855,ENSG00000259248
miRNet-lnc-15571,MIMAT0000724,hsa-mir-372-3p,NPTN-IT1,101241892,ENSG00000281183
miRNet-lnc-15572,MIMAT0000724,hsa-mir-372-3p,ARHGAP27P1-BPTFP1-KPNA2P3,109286553,ENSG00000215769
miRNet-lnc-15573,MIMAT0000724,hsa-mir-372-3p,SNHG16,100507246,ENSG00000163597
miRNet-lnc-15574,MIMAT0000724,hsa-mir-372-3p,SNHG20,654434,ENSG00000234912
miRNet-lnc-15575,MIMAT0000724,hsa-mir-372-3p,NORAD,647979,ENSG00000260032
miRNet-lnc-15576,MIMAT0000724,hsa-mir-372-3p,STK4-AS1,100505826,ENSG00000227477
miRNet-lnc-15577,MIMAT0000724,hsa-mir-372-3p,ZFAS1,441951,ENSG00000177410
miRNet-lnc-15578,MIMAT0000724,hsa-mir-372-3p,ZFAS1,441951,ENSG00000177410
miRNet-lnc-15579,MIMAT0000724,hsa-mir-372-3p,BTG3-AS1,110806272,ENSG00000280594
miRNet-lnc-15580,MIMAT0000724,hsa-mir-372-3p,LINC00205,642852,ENSG00000223768
miRNet-lnc-15581,MIMAT0000724,hsa-mir-372-3p,MIRLET7BHG,400931,ENSG00000197182
miRNet-lnc-15582,MIMAT0000724,hsa-mir-372-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15583,MIMAT0000724,hsa-mir-372-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15584,MIMAT0000724,hsa-mir-372-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15585,MIMAT0000724,hsa-mir-372-3p,XIST,7503,ENSG00000229807
miRNet-lnc-15586,MIMAT0000724,hsa-mir-372-3p,ARMCX5-GPRASP2,100528062,ENSG00000271147
miRNet-lnc-15587,MIMAT0000724,hsa-mir-372-3p,TTTY15,64595,ENSG00000233864
miRNet-lnc-15588,MIMAT0000726,hsa-mir-373-3p,NPPA-AS1,100379251,ENSG00000242349
miRNet-lnc-15589,MIMAT0000726,hsa-mir-373-3p,PINK1-AS,100861548,ENSG00000117242
miRNet-lnc-15590,MIMAT0000726,hsa-mir-373-3p,SLFNL1-AS1,100507178,ENSG00000281207
miRNet-lnc-15591,MIMAT0000726,hsa-mir-373-3p,CCDC18-AS1,100131564,ENSG00000223745
miRNet-lnc-15592,MIMAT0000726,hsa-mir-373-3p,IL6R-AS1,101928101,ENSG00000228013
miRNet-lnc-15593,MIMAT0000726,hsa-mir-373-3p,MIR181A1HG,100131234,ENSG00000229989
miRNet-lnc-15594,MIMAT0000726,hsa-mir-373-3p,BLACAT1,101669762,ENSG00000281406
miRNet-lnc-15595,MIMAT0000726,hsa-mir-373-3p,LINC01798,100507073,ENSG00000232046
miRNet-lnc-15596,MIMAT0000726,hsa-mir-373-3p,HAGLR,401022,ENSG00000224189
miRNet-lnc-15597,MIMAT0000726,hsa-mir-373-3p,KLF7-IT1,100874272,ENSG00000237892
miRNet-lnc-15598,MIMAT0000726,hsa-mir-373-3p,LMCD1-AS1,100288428,ENSG00000227110
miRNet-lnc-15599,MIMAT0000726,hsa-mir-373-3p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-15600,MIMAT0000726,hsa-mir-373-3p,FGD5-AS1,100505641,ENSG00000225733
miRNet-lnc-15601,MIMAT0000726,hsa-mir-373-3p,SH3BP5-AS1,100505696,ENSG00000224660
miRNet-lnc-15602,MIMAT0000726,hsa-mir-373-3p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-15603,MIMAT0000726,hsa-mir-373-3p,MAGI1-IT1,151877,ENSG00000272610
miRNet-lnc-15604,MIMAT0000726,hsa-mir-373-3p,LINC02035,100129550,ENSG00000273033
miRNet-lnc-15605,MIMAT0000726,hsa-mir-373-3p,MUC20-OT1,111753249,ENSG00000242086
miRNet-lnc-15606,MIMAT0000726,hsa-mir-373-3p,NOP14-AS1,317648,ENSG00000249673
miRNet-lnc-15607,MIMAT0000726,hsa-mir-373-3p,LINC01194,404663,ENSG00000248131
miRNet-lnc-15608,MIMAT0000726,hsa-mir-373-3p,NNT-AS1,100652772,ENSG00000248092
miRNet-lnc-15609,MIMAT0000726,hsa-mir-373-3p,PART1,25859,ENSG00000152931
miRNet-lnc-15610,MIMAT0000726,hsa-mir-373-3p,SCAMP1-AS1,728769,ENSG00000245556
miRNet-lnc-15611,MIMAT0000726,hsa-mir-373-3p,HCG18,414777,ENSG00000231074
miRNet-lnc-15612,MIMAT0000726,hsa-mir-373-3p,LINC00472,79940,ENSG00000233237
miRNet-lnc-15613,MIMAT0000726,hsa-mir-373-3p,HOXA-AS2,285943,ENSG00000253552
miRNet-lnc-15614,MIMAT0000726,hsa-mir-373-3p,LINC00689,154822,ENSG00000231419
miRNet-lnc-15615,MIMAT0000726,hsa-mir-373-3p,MSC-AS1,100132891,ENSG00000235531
miRNet-lnc-15616,MIMAT0000726,hsa-mir-373-3p,RFX3-AS1,101929302,ENSG00000232104
miRNet-lnc-15617,MIMAT0000726,hsa-mir-373-3p,CDKN2B-AS1,100048912,ENSG00000240498
miRNet-lnc-15618,MIMAT0000726,hsa-mir-373-3p,EBLN3P,100506710,ENSG00000281649
miRNet-lnc-15619,MIMAT0000726,hsa-mir-373-3p,LINC00484,100129347,ENSG00000235641
miRNet-lnc-15620,MIMAT0000726,hsa-mir-373-3p,SGMS1-AS1,104355295,ENSG00000226200
miRNet-lnc-15621,MIMAT0000726,hsa-mir-373-3p,LINC01553,283025,ENSG00000235931
miRNet-lnc-15622,MIMAT0000726,hsa-mir-373-3p,LINC00858,170425,ENSG00000229404
miRNet-lnc-15623,MIMAT0000726,hsa-mir-373-3p,AGAP11,119385,ENSG00000271880
miRNet-lnc-15624,MIMAT0000726,hsa-mir-373-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15625,MIMAT0000726,hsa-mir-373-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15626,MIMAT0000726,hsa-mir-373-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15627,MIMAT0000726,hsa-mir-373-3p,KCNQ1OT1,10984,ENSG00000269821
miRNet-lnc-15628,MIMAT0000726,hsa-mir-373-3p,SBF2-AS1,283104,ENSG00000246273
miRNet-lnc-15629,MIMAT0000726,hsa-mir-373-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15630,MIMAT0000726,hsa-mir-373-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15631,MIMAT0000726,hsa-mir-373-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15632,MIMAT0000726,hsa-mir-373-3p,NEAT1,283131,ENSG00000245532
miRNet-lnc-15633,MIMAT0000726,hsa-mir-373-3p,RSF1-IT1,100874308,ENSG00000255409
miRNet-lnc-15634,MIMAT0000726,hsa-mir-373-3p,USP2-AS1,100499227,ENSG00000245248
miRNet-lnc-15635,MIMAT0000726,hsa-mir-373-3p,LINC01395,101929557,ENSG00000281097
miRNet-lnc-15636,MIMAT0000726,hsa-mir-373-3p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-15637,MIMAT0000726,hsa-mir-373-3p,HELLPAR,101101692,ENSG00000281344
miRNet-lnc-15638,MIMAT0000726,hsa-mir-373-3p,MIR17HG,407975,ENSG00000215417
miRNet-lnc-15639,MIMAT0000726,hsa-mir-373-3p,PSMA3-AS1,379025,ENSG00000257621
